order_id,order_date,ship_date,ship_mode,order_priority,customer_id
ES-2012-3497513,2022-06-14,2022-06-20,Standard Class,Medium,JH-15910
ES-2011-1351543,2021-10-10,2021-10-14,Standard Class,Medium,CM-11830
IN-2014-27954,2024-05-12,2024-05-18,Standard Class,Low,YS-21880
IN-2011-35654,2021-02-03,2021-02-08,Standard Class,Medium,TS-21160
IN-2012-85361,2022-08-27,2022-08-29,Second Class,High,CD-11980
CM-2014-820,2024-03-07,2024-03-12,Second Class,Medium,PG-8895
SF-2011-5840,2021-12-21,2021-12-27,Standard Class,Medium,CC-2685
MX-2012-106880,2022-06-22,2022-06-28,Standard Class,Medium,JL-15505
MX-2013-126445,2023-02-21,2023-02-25,Standard Class,High,CM-12385
MX-2013-132906,2023-06-10,2023-06-12,Second Class,Medium,MW-18220
ID-2014-31139,2024-10-27,2024-10-29,Second Class,Critical,DJ-13630
IN-2014-79180,2024-11-15,2024-11-20,Second Class,Medium,KD-16495
CA-2012-114468,2022-08-23,2022-08-23,Same Day,High,TD-20995
CA-2012-151547,2022-01-17,2022-01-23,Standard Class,Medium,AH-10465
CA-2014-161851,2024-04-16,2024-04-18,First Class,High,BP-11095
CA-2011-101833,2021-11-17,2021-11-22,Second Class,High,FG-14260
ZI-2014-7160,2024-10-30,2024-11-01,First Class,Medium,EH-4125
MX-2014-104731,2024-12-08,2024-12-11,First Class,High,DH-13675
US-2013-116071,2023-10-09,2023-10-11,Second Class,High,GH-14425
MX-2013-113390,2023-09-23,2023-09-28,Standard Class,Medium,NG-18355
IT-2011-5217561,2021-11-25,2021-11-29,Standard Class,High,NF-18385
ES-2014-3091695,2024-03-27,2024-04-02,Standard Class,Medium,HG-14965
ES-2012-3761154,2022-07-25,2022-07-30,Standard Class,Medium,ON-18715
ID-2014-16530,2024-12-22,2024-12-27,Standard Class,Medium,HM-14860
CA-2013-101630,2023-02-19,2023-02-23,Second Class,High,CK-12760
CA-2013-165827,2023-11-05,2023-11-10,Standard Class,Medium,MF-17665
IR-2014-4370,2024-01-14,2024-01-15,First Class,High,SH-9975
TU-2013-2240,2023-08-17,2023-08-22,Standard Class,Medium,RD-9660
AO-2014-6900,2024-08-15,2024-08-22,Standard Class,Medium,AJ-945
US-2013-135895,2023-09-04,2023-09-04,Same Day,Medium,RS-19420
US-2012-148383,2022-12-27,2022-12-31,Second Class,Medium,LH-17155
IT-2014-3101005,2024-06-27,2024-07-02,Standard Class,Medium,NF-18475
ID-2011-57326,2021-09-01,2021-09-04,First Class,High,BO-11425
IN-2012-74000,2022-05-15,2022-05-19,Standard Class,High,PO-18850
IN-2012-77045,2022-11-30,2022-12-06,Standard Class,Medium,FC-14245
CA-2014-164917,2024-12-03,2024-12-08,Standard Class,Medium,MK-17905
CA-2011-135993,2021-05-28,2021-06-02,Standard Class,Medium,PJ-18835
NI-2011-1760,2021-12-01,2021-12-03,Second Class,High,FG-4260
IR-2012-1050,2022-12-04,2022-12-08,Standard Class,Medium,MH-8025
IR-2014-9630,2024-05-09,2024-05-15,Standard Class,Medium,KC-6540
SA-2014-4270,2024-10-09,2024-10-12,Second Class,High,BP-1230
UP-2014-5120,2024-06-23,2024-06-28,Standard Class,Medium,SW-10350
UP-2012-1940,2022-09-27,2022-10-02,Standard Class,Medium,TB-11355
TU-2012-9280,2022-05-07,2022-05-14,Standard Class,Low,CS-2355
MX-2013-111794,2023-04-10,2023-04-12,Second Class,Medium,JL-15130
MX-2011-100195,2021-12-26,2021-12-26,Same Day,High,AJ-10795
MX-2012-110352,2022-05-15,2022-05-19,Standard Class,Medium,JH-15985
US-2014-114664,2024-11-12,2024-11-16,Standard Class,Medium,BD-11620
MX-2011-121979,2021-10-17,2021-10-22,Standard Class,Medium,ZC-21910
MX-2012-166968,2022-10-08,2022-10-15,Standard Class,Medium,AB-10165
US-2014-108798,2024-08-13,2024-08-15,First Class,High,TH-21550
ES-2014-3667834,2024-04-09,2024-04-14,Standard Class,High,TS-21370
ES-2013-4959032,2023-02-02,2023-02-06,Standard Class,Medium,MM-18055
ES-2014-5009576,2024-08-26,2024-08-30,Standard Class,Medium,MT-18070
IN-2012-78123,2022-06-13,2022-06-15,Second Class,Medium,DB-13615
CA-2014-105053,2024-07-08,2024-07-10,Second Class,High,CS-12355
CA-2014-136672,2024-03-08,2024-03-13,Standard Class,Medium,MG-17890
US-2014-166394,2024-09-05,2024-09-07,Second Class,Critical,VM-21835
CA-2013-150077,2023-02-04,2023-02-10,Standard Class,Medium,MS-17365
MR-2014-9020,2024-04-23,2024-04-28,Standard Class,Medium,AH-585
LI-2011-9960,2021-08-04,2021-08-06,Second Class,Medium,LR-6915
MX-2013-106614,2023-11-15,2023-11-15,Same Day,High,JM-15655
MX-2013-141649,2023-11-28,2023-12-04,Standard Class,Medium,DR-12940
ES-2011-1878479,2021-10-11,2021-10-11,Same Day,Medium,GA-14515
ID-2013-53161,2023-04-22,2023-04-27,Standard Class,Medium,DK-13225
IN-2013-74014,2023-09-21,2023-09-27,Standard Class,Medium,PA-19060
CA-2014-165603,2024-10-18,2024-10-20,Second Class,High,SS-20140
CA-2014-134978,2024-11-13,2024-11-16,Second Class,High,EB-13705
CA-2014-128160,2024-12-20,2024-12-25,Second Class,Medium,MM-17920
CA-2014-159604,2024-04-15,2024-04-16,First Class,Critical,CL-12700
CA-2014-110842,2024-11-12,2024-11-17,Standard Class,Medium,GA-14725
US-2014-141943,2024-05-06,2024-05-10,Standard Class,High,DK-12985
CA-2011-147900,2021-09-23,2021-09-28,Standard Class,Medium,JK-15640
CA-2014-148320,2024-11-04,2024-11-09,Standard Class,Medium,PG-18895
UP-2014-6420,2024-07-14,2024-07-19,Standard Class,Medium,ML-7395
SA-2014-7470,2024-10-17,2024-10-23,Standard Class,Medium,SV-10785
NI-2013-2720,2023-11-13,2023-11-16,Second Class,High,JG-5160
MX-2014-123904,2024-10-08,2024-10-10,Second Class,Medium,AB-10600
MX-2011-125871,2021-07-02,2021-07-05,Second Class,Medium,SN-20710
US-2013-120138,2023-11-28,2023-11-30,Second Class,High,JE-15745
ES-2013-1268416,2023-10-25,2023-10-31,Standard Class,Medium,CK-12325
ES-2014-4869579,2024-11-19,2024-11-24,Standard Class,High,ME-18010
IN-2014-22536,2024-05-22,2024-05-27,Standard Class,Medium,JM-15655
IN-2013-38314,2023-06-19,2023-06-24,Standard Class,Medium,LH-17155
IN-2014-56528,2024-12-04,2024-12-09,Second Class,Medium,TG-21310
US-2014-140074,2024-03-24,2024-03-30,Standard Class,Low,EC-14050
TU-2011-7670,2021-04-25,2021-04-30,Second Class,Medium,PA-9060
UZ-2013-5590,2023-10-11,2023-10-17,Standard Class,Low,SG-10080
MX-2012-161998,2022-06-21,2022-06-23,First Class,Medium,HD-14785
ES-2012-3770443,2022-04-10,2022-04-16,Standard Class,Medium,TB-21625
ES-2013-4396697,2023-09-24,2023-10-01,Standard Class,Medium,TB-21175
IN-2012-27464,2022-08-20,2022-08-22,Second Class,Medium,SP-20545
IN-2014-64753,2024-12-16,2024-12-20,Standard Class,High,EB-13870
CA-2013-101938,2023-01-07,2023-01-12,Standard Class,Medium,DW-13480
CA-2013-137204,2023-04-29,2023-05-06,Standard Class,Medium,BO-11350
CA-2014-132185,2024-11-28,2024-12-03,Standard Class,Medium,DB-13615
CA-2014-161459,2024-11-26,2024-11-30,Second Class,Medium,EB-13750
US-2012-145121,2022-10-02,2022-10-06,Standard Class,Medium,MP-17965
RO-2012-9720,2022-03-29,2022-04-01,First Class,High,NP-8670
EG-2013-310,2023-01-28,2023-02-01,Standard Class,High,RL-9615
SA-2014-5330,2024-06-05,2024-06-05,Same Day,High,BF-1080
TZ-2013-140,2023-08-02,2023-08-08,Standard Class,Medium,RH-9600
SA-2014-130,2024-10-29,2024-11-02,Standard Class,Medium,LE-6810
RS-2013-9110,2023-03-25,2023-03-31,Standard Class,Medium,PO-9180
MX-2013-148341,2023-10-10,2023-10-10,Same Day,Medium,VM-21685
MX-2011-150728,2021-04-16,2021-04-23,Standard Class,Medium,LM-17065
US-2013-118605,2023-04-08,2023-04-12,Standard Class,High,LW-17125
IT-2014-1678595,2024-01-18,2024-01-25,Standard Class,Low,CA-12775
ES-2012-2712442,2022-10-23,2022-10-28,Second Class,Medium,RB-19645
ES-2011-1818378,2021-09-03,2021-09-08,Standard Class,Medium,BF-11170
IN-2014-71291,2024-05-21,2024-05-25,Standard Class,Medium,DL-13315
ID-2011-14094,2021-03-08,2021-03-10,Second Class,Medium,KM-16225
CA-2013-140641,2023-10-29,2023-11-03,Standard Class,Medium,EP-13915
CA-2012-147879,2022-05-07,2022-05-12,Standard Class,Medium,CC-12220
US-2014-143175,2024-08-04,2024-08-07,Second Class,Medium,GA-14515
CA-2011-126200,2021-08-25,2021-08-29,Standard Class,Medium,JE-15715
CA-2014-142328,2024-12-08,2024-12-15,Standard Class,Medium,TC-21535
NI-2012-8920,2022-06-06,2022-06-13,Standard Class,Medium,MW-8220
KE-2011-7580,2021-10-10,2021-10-15,Standard Class,Medium,ND-8460
CA-2014-110,2024-12-08,2024-12-10,Second Class,High,JS-5940
ES-2014-3625378,2024-12-29,2025-01-03,Standard Class,Medium,CS-12490
ES-2011-4411711,2021-11-10,2021-11-17,Standard Class,Medium,SF-20200
IN-2013-15921,2023-11-01,2023-11-06,Standard Class,High,BO-11350
IN-2014-47848,2024-11-08,2024-11-12,Standard Class,High,CJ-11875
IN-2014-32112,2024-01-04,2024-01-07,Second Class,Medium,EH-13765
IN-2014-86558,2024-04-04,2024-04-07,Second Class,High,HP-14815
CA-2014-122644,2024-11-13,2024-11-18,Standard Class,High,SF-20965
CA-2013-133795,2023-12-19,2023-12-25,Standard Class,Medium,JE-15475
SF-2014-2890,2024-08-02,2024-08-04,Second Class,High,RD-9900
CG-2013-4980,2023-08-16,2023-08-21,Standard Class,Medium,EM-4065
MZ-2012-5290,2022-11-09,2022-11-13,Standard Class,Medium,RH-9600
AG-2011-1440,2021-12-15,2021-12-20,Standard Class,Medium,DB-3210
US-2012-109505,2022-09-03,2022-09-09,Standard Class,Medium,KN-16390
IT-2011-5956746,2021-09-22,2021-09-24,First Class,Medium,BT-11485
IN-2012-10601,2022-06-25,2022-06-29,Standard Class,High,RB-19795
IN-2011-33211,2021-08-18,2021-08-22,Second Class,High,CK-12760
CA-2012-103716,2022-04-30,2022-05-06,Standard Class,Medium,KB-16585
SF-2013-1050,2023-01-10,2023-01-14,Standard Class,High,KC-6675
IR-2013-1660,2023-11-23,2023-11-28,Second Class,Medium,TS-11085
MX-2012-161809,2022-10-09,2022-10-14,Standard Class,Medium,BE-11410
US-2013-149930,2023-03-13,2023-03-13,Same Day,Medium,JH-15985
ES-2012-2268105,2022-11-09,2022-11-12,First Class,Medium,AS-10090
ES-2013-1225665,2023-12-13,2023-12-18,Standard Class,Medium,ES-14020
ES-2013-1589316,2023-05-29,2023-06-02,Standard Class,Medium,RM-19675
IN-2012-74686,2022-12-17,2022-12-21,Standard Class,High,JH-15910
IN-2014-18392,2024-06-11,2024-06-13,First Class,High,JH-16180
CA-2012-139850,2022-06-12,2022-06-17,Standard Class,Medium,GB-14575
US-2013-146857,2023-05-07,2023-05-09,Second Class,High,BE-11455
NI-2013-5990,2023-06-04,2023-06-09,Standard Class,Medium,EK-3795
UP-2014-4290,2024-11-04,2024-11-05,First Class,Medium,KC-6255
CG-2014-9290,2024-08-26,2024-08-30,Standard Class,Medium,BT-1305
NI-2011-4420,2021-03-04,2021-03-08,Standard Class,Medium,JL-5835
MX-2013-129147,2023-11-18,2023-11-23,Standard Class,Medium,CC-12145
MX-2013-166590,2023-06-24,2023-06-28,Standard Class,Medium,PO-18850
ES-2014-3352897,2024-08-11,2024-08-12,First Class,Medium,KF-16285
IN-2011-20443,2021-12-05,2021-12-10,Second Class,Medium,CC-12370
IN-2012-82729,2022-05-30,2022-06-04,Standard Class,Medium,GH-14485
ID-2014-85879,2024-11-18,2024-11-22,Standard Class,Medium,LW-17215
CA-2013-152534,2023-06-21,2023-06-26,Second Class,Medium,DP-13105
US-2011-157021,2021-04-01,2021-04-06,Second Class,Medium,KM-16720
CA-2012-162761,2022-10-09,2022-10-13,Standard Class,Medium,SC-20575
CA-2013-2160,2023-05-01,2023-05-03,First Class,Medium,MG-8205
EG-2014-9880,2024-10-06,2024-10-06,Same Day,Critical,JP-6135
MX-2012-138023,2022-12-06,2022-12-12,Standard Class,Medium,CK-12595
US-2013-104969,2023-11-14,2023-11-19,Standard Class,Medium,NS-18505
MX-2012-143490,2022-10-12,2022-10-17,Standard Class,Medium,LC-16960
MX-2013-167080,2023-04-23,2023-04-28,Second Class,High,PC-19000
ES-2014-5093967,2024-03-31,2024-04-04,Standard Class,Medium,PO-18850
IN-2014-18560,2024-08-11,2024-08-15,Standard Class,High,BM-11140
IN-2012-30579,2022-08-20,2022-08-25,Second Class,Medium,TS-21505
US-2013-162026,2023-10-09,2023-10-09,Same Day,Critical,JE-15745
US-2011-147774,2021-01-21,2021-01-27,Standard Class,Medium,MM-18280
TU-2014-330,2024-01-09,2024-01-15,Standard Class,Low,CA-2265
US-2014-100706,2024-09-19,2024-09-21,First Class,High,JF-15415
MX-2014-107244,2024-06-17,2024-06-22,Standard Class,High,SC-20020
US-2014-156699,2024-01-06,2024-01-08,Second Class,Critical,DK-13090
ES-2013-1460976,2023-06-10,2023-06-14,Second Class,Medium,BD-11320
ES-2011-3634665,2021-04-06,2021-04-10,Standard Class,High,LC-16930
IN-2014-86117,2024-04-22,2024-04-26,Standard Class,Medium,MH-18115
US-2013-100405,2023-08-27,2023-08-29,Second Class,Critical,TS-21430
CA-2014-1180,2024-12-30,2025-01-01,First Class,Medium,GH-4665
KZ-2012-4400,2022-12-27,2023-01-01,Standard Class,High,BF-1005
CG-2014-870,2024-07-19,2024-07-21,Second Class,High,AM-705
IR-2013-310,2023-12-08,2023-12-12,Standard Class,High,JJ-5445
US-2011-129721,2021-06-30,2021-07-02,First Class,Medium,CC-12550
ES-2014-5281275,2024-04-09,2024-04-14,Second Class,Medium,PM-19135
ES-2013-5298706,2023-10-12,2023-10-17,Standard Class,Medium,SJ-20125
IN-2014-50053,2024-02-10,2024-02-15,Standard Class,Medium,DL-13330
ID-2014-51754,2024-12-15,2024-12-19,Standard Class,Medium,MW-18235
ID-2011-45433,2021-10-28,2021-11-04,Standard Class,Medium,BF-10975
CA-2013-164154,2023-09-12,2023-09-18,Standard Class,Medium,NZ-18565
IR-2014-330,2024-05-17,2024-05-21,Standard Class,High,JE-5715
SG-2014-3940,2024-09-01,2024-09-04,Second Class,High,BT-1440
CG-2014-7660,2024-02-12,2024-02-18,Standard Class,Medium,LC-6885
IR-2013-8790,2023-06-03,2023-06-10,Standard Class,Medium,BS-1665
TU-2012-4090,2022-02-28,2022-03-05,Standard Class,Medium,MN-7935
NI-2012-730,2022-03-12,2022-03-16,Standard Class,Medium,HG-5025
AJ-2014-9020,2024-09-13,2024-09-19,Standard Class,Medium,RD-9720
MX-2012-146528,2022-07-09,2022-07-13,Second Class,Medium,JM-15535
MX-2011-157679,2021-10-20,2021-10-24,Standard Class,Medium,BO-11350
MX-2013-104766,2023-12-29,2023-12-31,First Class,High,ES-14080
MX-2013-136735,2023-12-04,2023-12-10,Standard Class,Medium,JF-15490
US-2014-150665,2024-10-07,2024-10-13,Standard Class,Medium,DB-12910
US-2014-168984,2024-03-04,2024-03-08,Standard Class,High,SB-20185
ES-2014-5185744,2024-08-12,2024-08-15,First Class,Medium,MY-18295
ES-2014-3150351,2024-12-18,2024-12-24,Standard Class,Medium,BP-11290
ES-2012-2242548,2022-01-23,2022-01-27,Standard Class,Medium,CA-11965
IN-2012-16859,2022-03-27,2022-03-27,Same Day,Medium,RW-19690
IN-2014-13121,2024-02-13,2024-02-13,Same Day,Medium,LC-16930
IN-2013-16397,2023-11-15,2023-11-17,Second Class,High,KD-16270
IR-2014-7880,2024-09-10,2024-09-16,Standard Class,Medium,ER-3855
KE-2014-9170,2024-07-28,2024-08-04,Standard Class,Medium,BB-1545
MO-2013-3680,2023-09-15,2023-09-17,Second Class,Medium,NS-8640
TU-2012-7140,2022-12-11,2022-12-14,Second Class,Medium,MK-7905
IR-2013-8920,2023-05-23,2023-05-27,Standard Class,Medium,HF-4995
RS-2011-5800,2021-05-30,2021-06-01,First Class,Medium,AI-855
US-2014-148796,2024-04-02,2024-04-09,Standard Class,Low,KM-16720
MX-2014-129525,2024-04-10,2024-04-16,Standard Class,Medium,MC-17275
US-2014-164063,2024-04-03,2024-04-07,Standard Class,Medium,RR-19525
MX-2013-162054,2023-06-24,2023-06-29,Second Class,Medium,RD-19480
ID-2013-63087,2023-04-12,2023-04-17,Second Class,Medium,RM-19675
IN-2014-69807,2024-11-21,2024-11-25,Standard Class,Medium,VP-21730
ID-2014-39441,2024-06-27,2024-06-30,Second Class,Medium,AH-10585
US-2014-166611,2024-03-29,2024-04-03,Standard Class,Medium,CK-12760
CA-2014-143329,2024-11-04,2024-11-09,Standard Class,Medium,DL-13330
CA-2014-125752,2024-08-01,2024-08-05,Standard Class,Medium,EH-14125
SA-2014-3020,2024-09-19,2024-09-26,Standard Class,Medium,MD-7860
TU-2014-330,2024-11-28,2024-12-02,Standard Class,Medium,EH-3990
MO-2013-3050,2023-08-13,2023-08-18,Standard Class,Medium,ES-4080
US-2012-159982,2022-03-13,2022-03-20,Standard Class,Medium,MA-17995
US-2013-105802,2023-08-19,2023-08-22,Second Class,High,BP-11290
ES-2014-3381506,2024-09-02,2024-09-07,Standard Class,Medium,AH-10195
ID-2014-64242,2024-01-18,2024-01-24,Standard Class,Medium,BB-11545
IN-2011-56486,2021-05-03,2021-05-09,Standard Class,Medium,JM-15265
IN-2014-83177,2024-05-16,2024-05-20,Standard Class,High,GZ-14470
CA-2013-167507,2023-12-23,2023-12-29,Standard Class,Medium,SA-20830
CA-2011-124513,2021-09-21,2021-09-25,Standard Class,Medium,SL-20155
BN-2014-2740,2024-12-10,2024-12-14,Standard Class,High,AS-90
TU-2014-4210,2024-12-20,2024-12-25,Standard Class,High,BP-1050
NI-2011-900,2021-04-06,2021-04-10,Standard Class,High,AS-90
GG-2013-6980,2023-06-28,2023-07-02,Second Class,Medium,EB-3975
SF-2012-2440,2022-11-20,2022-11-27,Standard Class,Medium,LW-6825
MX-2014-134901,2024-10-29,2024-11-04,Standard Class,Medium,LS-16975
ES-2011-2542245,2021-06-11,2021-06-11,Same Day,Critical,TB-21355
ID-2011-14955,2021-09-20,2021-09-25,Second Class,Medium,JG-15805
US-2012-157014,2022-10-03,2022-10-06,Second Class,Medium,BM-11785
CA-2014-149944,2024-11-13,2024-11-17,Second Class,Medium,MB-17305
CA-2011-142951,2021-10-08,2021-10-08,Same Day,Medium,JG-15115
US-2014-123834,2024-07-22,2024-07-26,Standard Class,High,GM-14500
EG-2014-5250,2024-05-20,2024-05-24,Standard Class,Medium,SC-10095
PL-2013-9220,2023-02-06,2023-02-10,Standard Class,High,TB-11355
JO-2014-8690,2024-09-19,2024-09-24,Standard Class,Medium,RD-9930
TU-2013-2640,2023-10-29,2023-11-02,Second Class,Medium,CL-1890
TO-2013-3060,2023-06-04,2023-06-08,Second Class,Medium,ES-4080
TU-2014-9000,2024-02-24,2024-02-26,Second Class,Critical,BB-990
MO-2013-2310,2023-07-18,2023-07-23,Second Class,Medium,PV-8985
MX-2013-136994,2023-07-04,2023-07-10,Standard Class,Medium,RD-19660
US-2014-144582,2024-11-08,2024-11-12,Standard Class,High,CG-12520
MX-2013-144400,2023-11-01,2023-11-08,Standard Class,Medium,BP-11155
MX-2013-127502,2023-11-08,2023-11-12,Standard Class,High,RR-19315
ES-2014-3852497,2024-08-23,2024-08-28,Standard Class,Medium,MM-18055
IT-2013-2906842,2023-01-07,2023-01-10,First Class,Medium,MC-17845
ES-2012-2780126,2022-06-01,2022-06-07,Standard Class,Medium,TP-21565
IT-2014-3949254,2024-08-29,2024-09-05,Standard Class,Low,BT-11305
IN-2011-37278,2021-03-14,2021-03-15,First Class,High,BM-11575
ID-2012-75967,2022-07-16,2022-07-21,Standard Class,Medium,MM-18280
IN-2012-28535,2022-11-07,2022-11-11,Standard Class,Medium,EB-13930
CA-2014-100356,2024-10-22,2024-10-26,Standard Class,High,SP-20920
TU-2012-3170,2022-02-15,2022-02-19,Standard Class,Medium,RD-9900
KZ-2013-4700,2023-12-25,2023-12-31,Standard Class,Medium,KB-6585
SF-2014-8320,2024-12-09,2024-12-13,Second Class,Medium,BN-1470
TU-2014-1300,2024-09-10,2024-09-16,Standard Class,Medium,JP-5520
MX-2014-131219,2024-10-08,2024-10-10,Second Class,High,DB-13120
ES-2014-1569434,2024-08-04,2024-08-07,First Class,Critical,AH-10030
IN-2011-60917,2021-02-11,2021-02-15,Standard Class,High,SP-20860
IN-2013-72887,2023-06-28,2023-07-02,Standard Class,Medium,NP-18670
IN-2014-17118,2024-06-26,2024-06-28,Second Class,Medium,AA-10645
IN-2011-18203,2021-07-25,2021-07-29,Standard Class,Medium,AG-10300
IN-2012-80258,2022-09-18,2022-09-22,Second Class,Medium,RO-19780
CA-2011-107916,2021-08-24,2021-08-26,First Class,Medium,JP-15460
CA-2013-119683,2023-03-13,2023-03-17,Second Class,Medium,CK-12595
US-2014-114034,2024-01-04,2024-01-09,Standard Class,Medium,DL-13315
EZ-2013-400,2023-12-31,2023-12-31,Same Day,High,AB-105
PL-2013-670,2023-09-23,2023-09-27,Standard Class,Medium,RH-9600
RS-2014-9870,2024-06-13,2024-06-16,Second Class,High,JS-5940
MX-2014-140123,2024-04-03,2024-04-05,Second Class,High,SC-20260
MX-2013-148432,2023-06-17,2023-06-19,Second Class,High,DM-12955
MX-2012-112151,2022-04-03,2022-04-10,Standard Class,Medium,PG-18820
ES-2014-2484644,2024-09-18,2024-09-23,Standard Class,Medium,AR-10345
ES-2012-4811686,2022-06-02,2022-06-06,Standard Class,Medium,IM-15055
ES-2011-4993136,2021-03-11,2021-03-15,Standard Class,Medium,PO-18865
ES-2014-1183389,2024-09-08,2024-09-12,Standard Class,Medium,MN-17935
IN-2012-41177,2022-08-02,2022-08-07,Standard Class,Medium,AF-10885
CA-2012-162537,2022-10-28,2022-11-03,Standard Class,Medium,RD-19585
CA-2014-112984,2024-09-17,2024-09-19,Second Class,High,EH-14185
IZ-2013-9710,2023-11-29,2023-12-01,Second Class,High,AS-285
EG-2014-4750,2024-07-14,2024-07-18,Standard Class,Medium,HK-4890
MX-2014-110499,2024-12-26,2024-12-30,Standard Class,Medium,MC-17635
MX-2014-127299,2024-05-17,2024-05-22,Standard Class,Medium,JK-15370
MX-2013-138576,2023-12-02,2023-12-04,Second Class,Medium,MC-17605
MX-2014-103366,2024-05-12,2024-05-12,Same Day,Critical,GH-14485
ID-2013-49143,2023-03-29,2023-04-02,Standard Class,Medium,RO-19780
IN-2013-52734,2023-10-01,2023-10-05,Standard Class,Medium,JM-15655
CA-2013-141523,2023-12-20,2023-12-25,Second Class,Medium,MH-17440
CA-2013-152457,2023-09-13,2023-09-19,Standard Class,Medium,SC-20695
CA-2011-141110,2021-11-26,2021-12-01,Standard Class,Medium,LS-17200
TU-2012-640,2022-09-12,2022-09-16,Standard Class,High,LS-6975
US-2014-168949,2024-08-08,2024-08-12,Standard Class,High,MG-18205
MX-2013-156286,2023-12-16,2023-12-18,Second Class,High,DH-13075
MX-2012-153829,2022-12-31,2023-01-01,First Class,Medium,TC-20980
ES-2014-1872792,2024-08-14,2024-08-16,First Class,Medium,BF-11275
ES-2014-1867993,2024-05-08,2024-05-11,First Class,High,AS-10285
ID-2013-20527,2023-01-15,2023-01-20,Standard Class,Medium,GB-14530
CA-2013-130680,2023-06-25,2023-06-30,Standard Class,Medium,BD-11320
CA-2012-163762,2022-11-27,2022-12-01,Standard Class,Medium,JE-15475
MX-2013-139556,2023-07-16,2023-07-21,Standard Class,Medium,MD-17350
MX-2013-114951,2023-08-22,2023-08-26,Second Class,Medium,MW-18235
US-2013-132276,2023-02-19,2023-02-24,Second Class,Medium,BT-11440
IT-2014-3734233,2024-08-26,2024-08-30,Standard Class,Medium,CS-12490
